"ID","Tank","Subject","Type","Sex","Object_placement","Distance_moved","Velocity","In_zone2_Freq","In_zone_2_cumulative","Zone_2_latency_to_first","In_zone1_Freq","In_zone_1_cumulative","Zone_1_latency_to_first","In_zoneN_Freq","In_zone_N_cumulative","Zone_N_latency_to_first","Moving_","Not_Moving_","Object_1_zone_Freq...19","Object_1_zone_Freq...20","Object_1_zone_latency","Object_2_zone_Freq...22","Object_2_zone_Freq...23","Object_2_zone_latency","Zone_2_Neutral_Zone_Zone_1","Turn_angle","Angular_velocity"
111,"E3",28,"Preference NO21a vs FO21","F","Left",1878.76,5.21019,28,77.5677,"3.2014200000000002",32,134.993,"0",63,145.331,"0.73365800000000003",338.617,21.9764,14,5.40239,"3.7016399999999998",22,9.97108,"0.50022100000000003",12,0.038527,1.15531
112,"E3",28,"Preference NO21b vs FO21","F","Right",2016.42,5.38003,17,37.8165,"114.117",47,135.392,"1.30057",68,198.52,"0",358.123,16.6739,1,0.266783,"169.30699999999999",11,5.20227,"26.478200000000001",10,-0.26123,-7.83342
113,"E3",29,"Habitation","M",NA,1745.68,5.81892,25,102.213,"4.5020199999999999",39,108.415,"0",47,83.871,"2.06759",288.863,11.1383,36,35.0824,"4.7021100000000002",56,35.8828,"1.3339300000000001",17,0.209789,6.29081
114,"E3",29,"FO21","M",NA,2349.27,6.5211,23,43.3856,"0.96708899999999998",49,197.219,"2.2343099999999998",61,115.517,"1.33392",339.482,20.9758,14,7.46993,"1.1671800000000001",33,14.3729,"16.073699999999999",12,0.561654,16.8423
115,"E3",29,"Preference NO21a vs FO21","M","Right",1753.8,4.86813,34,30.7137,"0.666964",28,58.0592,"4.8688399999999996",58,267.386,"1.06714",338.718,21.743,6,2.60116,"106.614",24,10.7381,"17.674499999999998",3,-0.49425,-14.8211
116,"E3",29,"Preference NO21b vs FO21","M","Left",693.0551,2.7461,52,43.6194,"53.757300000000001",5,3.1347,"200.45599999999999",26,199.7557,"-",39.7511,214.6957,7,0.4669,"204.8913",0,0,"-",4,-0.0603,-1.8061
117,"E3",30,"Habitation","M",NA,3341.86,11.1161,107,124.222,"12.7056",35,21.8764,"35.715800000000002",144,152.701,"0",277.756,22.9101,103,49.6553,"21.376100000000001",15,4.26856,"37.4833",5,0.646916,19.399
118,"E3",30,"FO21","M",NA,24.645,0.068416,1,360.257,"0",0,0,"-",0,0,"-",1.43396,358.79,2,359.757,"0.166739",0,0,"-",0,-0.13843,-4.15096
119,"E3",30,"Preference NO21a vs FO21","M","Right",56.6873,0.157337,1,6.83634,"0",0,0,"-",1,353.489,"6.8363399999999999",6.96973,353.322,4,4.36859,"0.20008799999999999",0,0,"-",0,0.017472,0.523962
120,"E3",30,"Preference NO21b vs FO21","M","Left",6.68725,0.018549,0,0,"-",0,0,"-",1,360.559,"0",0,360.525,0,0,"-",0,0,"-",0,-0.10024,-3.00598
121,"E3",31,"Habitation","M",NA,1234.59,4.11573,16,80.8699,"0.30013499999999999",21,113.718,"3.3348000000000003E-2",39,102.813,"0.13339300000000001",265.153,34.8157,27,21.6765,"0.36683199999999999",29,22.7436,"6.6696000000000005E-2",12,-0.21193,-6.35491
122,"E3",31,"FO21","M",NA,1969.76,5.46354,1,0.333482,"4.0684800000000001",86,126.923,"0",85,233.071,"2.06759",335.783,24.7444,0,0,"-",1,0.066696,"312.53899999999999",0,0.074274,2.22722
123,"E3",31,"Preference NO21a vs FO21","M","Left",2092.64,5.60337,3,4.83542,"0.93373499999999998",88,237.736,"0",91,130.656,"0.20008600000000001",274.785,98.6758,1,0.166738,"113.11499999999999",7,3.26807,"13.4391",3,-0.99583,-29.8622
124,"E3",31,"Preference NO21b vs FO21","M","Right",129.811,0.360529,1,0.066695,"0",4,356.589,"0.233435",5,3.46818,"6.6695000000000004E-2",8.60376,351.487,1,0.033347,"0",0,0,"-",1,-1.08307,-32.478
125,"E3",32,"Habitation","M",NA,1787.3,5.95761,38,63.3955,"0",40,94.6764,"6.4362599999999999",77,140.697,"0.26678800000000003",296.301,3.70168,32,23.7441,"2.0676100000000002",38,28.2462,"7.2699699999999998",14,0.451521,13.5395
126,"E3",32,"FO21","M",NA,1408.61,3.91181,22,98.7765,"19.175000000000001",24,60.9933,"0",50,198.453,"8.1035400000000006",327.443,32.6476,26,23.7771,"24.2439",2,8.90389,"0",6,0.170096,5.10063
127,"E3",32,"Preference NO21a vs FO21","M","Left",1431.92,3.95859,25,100.277,"14.5396",27,106.046,"6.6695000000000004E-2",51,153.4,"0.90039000000000002",324.974,36.7493,15,15.6735,"15.940200000000001",6,4.36856,"0.166739",11,0.256273,7.68482
128,"E3",32,"Preference NO21b vs FO21","M","Right",1037.34,2.83999,8,35.8824,"86.471400000000003",31,106.447,"0",39,222.465,"0.16674",290.228,75.033,6,5.53577,"236.50399999999999",11,13.6727,"5.26898",3,0.218704,6.55825
129,"E3",33,"Habitation","M",NA,2381.31,8.57121,51,87.94,"0.86706099999999997",47,79.1026,"1.4006400000000001",96,107.582,"1.20055",271.423,6.70305,48,38.084,"56.792499999999997",59,33.4152,"1.46733",37,1.05188,31.5419
130,"E3",33,"FO21","M",NA,2384.68,6.60529,12,29.0795,"14.106199999999999",36,42.0852,"1.30057",49,288.894,"0",357.357,3.66828,15,7.03643,"16.207100000000001",7,1.36727,"210.52600000000001",3,-0.06503,-1.94993
131,"E3",33,"Preference NO21a vs FO21","M","Right",1776.57,4.42401,12,9.0039,"148.364",18,11.9719,"151.03200000000001",32,379.965,"0",253.143,148.431,4,1.60069,"149.33099999999999",6,1.534,"151.732",2,-0.18885,-5.6631
132,"E3",33,"Preference NO21b vs FO21","M","Left",12.5246,0.034782,1,360.126,"0",0,0,"-",0,0,"-",0,360.093,1,1.03379,"0",0,0,"-",0,0.762929,22.8778
133,"E3",34,"Habitation","M",NA,1825.54,6.05948,35,35.9496,"0",44,124.39,"3.2681399999999998",79,139.696,"0.70031600000000005",238.008,63.2619,19,13.5061,"0.13339300000000001",31,40.5183,"7.3366499999999997",13,-0.09447,-2.83275
134,"E3",34,"FO21","M",NA,1971.05,5.46715,24,65.7958,"72.965599999999995",33,67.6633,"39.817599999999999",58,225.9,"0",354.557,5.96931,16,9.87104,"74.366299999999995",5,2.7012,"100.911",11,0.769645,23.0791
135,"E3",34,"Preference NO21a vs FO21","M","Left",1831.07,5.03651,27,70.1306,"69.897199999999998",36,43.7524,"51.2224",64,248.075,"0",322.007,41.5515,20,15.24,"71.331199999999995",5,2.76787,"132.691",17,0.809458,24.2732
136,"E3",34,"Preference NO21b vs FO21","M","Right",2128.61,4.89726,31,45.3195,"79.867699999999999",48,118.985,"0",78,268.816,"0.166738",359.388,75.2658,7,3.83499,"80.134500000000003",41,35.3152,"78.066999999999993",15,0.579292,17.3713
137,"E3",35,"Habitation","M",NA,1755.68,5.85223,27,131.492,"1.46732",28,96.1431,"0",53,71.3654,"0.26678600000000002",274.457,25.5448,35,14.173,"1.70076",27,18.4083,"11.0716",5,0.098387,2.9502
138,"E3",35,"FO21","M",NA,2424.33,6.71572,13,18.2748,"0.83370200000000005",69,112.817,"4.73543",82,229.135,"0",331.78,29.2129,5,1.10049,"0.93374599999999996",18,5.23565,"5.2023000000000001",2,-0.01973,-0.59151
139,"E3",35,"Preference NO21a vs FO21","M","Right",1263.29,3.45606,10,10.0044,"3.5015399999999999",29,242.24,"0",43,112.616,"0.8337",119.252,246.275,4,1.90084,"236.77099999999999",5,1.13383,"238.60499999999999",6,-0.85173,-25.5405
140,"E3",35,"Preference NO21b vs FO21","M","Left",1172.19,3.23101,15,5.90258,"1.1338299999999999",33,61.5936,"0",48,295.029,"0.70030499999999996",151.433,211.359,0,0,"-",6,2.23431,"187.34899999999999",1,-0.69371,-20.802
141,"E3",36,"Habitation","M",NA,2240.16,7.46712,50,95.21,"0",49,59.1269,"14.773400000000001",100,142.431,"2.4677899999999999",294.734,5.26907,58,40.7852,"0",39,21.243,"15.0068",32,-0.6098,-18.2858
142,"E3",36,"FO21","M",NA,1313.96,4.15147,1,1.80079,"268.351",4,3.53489,"0",8,311.404,"2.1342699999999999",276.688,40.0176,1,0.266784,"269.61900000000003",0,0,"-",0,-0.33003,-9.89655
143,"E3",36,"Preference NO21a vs FO21","M","Left",855.834,2.15535,2,1.70074,"46.120100000000001",10,7.26984,"0",13,387.869,"6.6695000000000004E-2",180.279,216.795,0,0,"-",0,0,"-",0,0.01227,0.367948
144,"E3",36,"Preference NO21b vs FO21","M","Right",789.875,2.19354,4,21.5095,"0",2,4.73542,"147.66499999999999",6,333.747,"16.040400000000002",170.408,189.683,2,16.2405,"0",0,0,"-",1,-0.20058,-6.01468
145,"E3",37,"Habitation","M",NA,1725.3,5.75292,34,117.785,"1.1671800000000001",28,66.0292,"0.20008799999999999",64,113.117,"0",289.895,10.1045,29,17.0409,"9.4375099999999996",20,10.638,"2.7012",12,0.187462,5.62132
146,"E3",37,"FO21","M",NA,1623.67,4.50904,18,60.927,"0",24,29.9132,"15.006600000000001",44,266.418,"12.8057",331.38,28.7127,5,13.2392,"0",0,0,"-",7,-0.00725,-0.21747
147,"E3",37,"Preference NO21a vs FO21","M","Right",870.884,1.9843,0,0,"-",29,30.5131,"201.52",30,408.408,"0",238.836,200.052,0,0,"-",0,0,"-",0,0.205637,6.16647
148,"E3",37,"Preference NO21b vs FO21","M","Left",1023.35,2.83851,1,0.266783,"272.01900000000001",11,7.26984,"0",12,352.988,"3.3347000000000002E-2",229.9,130.624,0,0,"-",1,0.767002,"34.181600000000003",0,-0.92266,-27.6678
149,"E3",38,"Habitation","M",NA,1590.06,5.30019,28,84.471,"0",26,116.985,"30.947099999999999",54,97.3767,"0.36682999999999999",267.286,32.7146,28,21.643,"1.9675400000000001",31,20.6425,"31.8809",12,0.257494,7.72135
150,"E3",38,"FO21","M",NA,1644.99,4.41849,30,60.9601,"66.2958",27,78.101,"86.371300000000005",60,230.868,"0",299.332,72.9654,11,4.03511,"66.629300000000001",20,14.2062,"157.00200000000001",7,0.643435,19.2946
151,"E3",38,"Preference NO21a vs FO21","M","Right",1246.25,3.4603,11,26.4115,"0",35,80.3684,"33.848100000000002",46,252.777,"0.80034899999999998",265.816,94.3412,8,6.3361,"0.20008699999999999",7,4.40192,"251.24299999999999",8,0.098612,2.95703
152,"E3",38,"Preference NO21b vs FO21","M","Left",188.974,0.450639,1,2.06756,"394.43700000000001",4,6.03593,"279.887",6,411.177,"0",28.5456,390.802,0,0,"-",1,0.600259,"280.82100000000003",0,0.157573,4.72525
153,"E3",39,"Habitation","M",NA,3232.52,10.7582,105,126.758,"0",52,20.8428,"0.700318",157,151.636,"0.50022699999999998",295.534,5.13567,101,53.4576,"2.7012299999999998",6,1.83417,"10.504799999999999",34,-0.15528,-4.65634
154,"E3",39,"FO21","M",NA,1049.15,2.91383,18,16.107,"242.47300000000001",13,251.71,"0",31,92.3403,"242.03899999999999",111.349,248.809,10,3.46818,"242.60599999999999",14,4.56866,"0.20008699999999999",2,-0.65634,-19.6815
155,"E3",39,"Preference NO21a vs FO21","M","Left",2174.89,6.03988,10,2.8679,"0",75,55.9241,"4.1684599999999996",85,301.263,"0.166738",315.069,45.0194,1,0.100043,"0",3,0.333477,"92.806600000000003",1,-0.68082,-20.4159
156,"E3",39,"Preference NO21b vs FO21","M","Right",884.288,2.45573,2,1.10048,"0",28,14.2062,"0.63361199999999995",30,344.818,"0.13339200000000001",138.361,221.731,2,0.533568,"0",2,0.33348,"14.4063",2,-0.35399,-10.6149
157,"E3",40,"Habitation","M",NA,1641.68,5.47225,29,57.3256,"0",33,145.231,"24.877800000000001",62,95.4092,"0.50022299999999997",278.791,21.2095,12,7.4033,"12.6723",26,25.0778,"32.414400000000001",9,0.136019,4.0787
158,"E3",40,"FO21","M",NA,1371.01,3.76624,18,43.3856,"120.419",6,12.5055,"90.306100000000001",24,306.801,"0",352.154,11.8718,0,0,"-",0,0,"-",2,0.813454,24.3929
159,"E3",40,"Preference NO21a vs FO21","M","Left",390.322,1.08265,2,3.56824,"0",4,11.7051,"206.191",6,345.185,"0.233436",77.6341,282.891,1,0.100044,"325.44299999999998",1,0.266784,"332.71300000000002",2,-0.73443,-22.0232
160,"E3",40,"Preference NO21b vs FO21","M","Right",103.952,0.286955,0,0,"-",1,0.867048,"174.977",2,361.426,"0",16.8407,345.419,0,0,"-",0,0,"-",0,0.091044,2.73011
161,"C1",41,"Habitation","M",NA,1051.63,3.50543,22,69.4976,"0",23,105.114,"4.0017800000000001",44,124.522,"2.6345100000000001",286.128,13.8729,18,24.9445,"6.6696000000000005E-2",26,33.1148,"4.4019599999999999",11,0.299739,8.98815
162,"C1",41,"FO21","M",NA,890.063,2.64364,17,60.2263,"6.6695000000000004E-2",18,97.8094,"1.23387",35,178.144,"1.0337799999999999",255.545,81.2355,3,1.33392,"223.83099999999999",2,0.166739,"1.33392",8,0.103604,3.10675
163,"C1",41,"Preference NO21a vs FO21","M","Right",859.314,2.33239,14,82.5025,"6.5695199999999998",15,103.345,"17.040700000000001",30,181.112,"0",251.409,117.017,7,3.50152,"8.4036399999999993",3,2.36769,"161.10300000000001",10,-0.10477,-3.14162
164,"C1",41,"Preference NO21b vs FO21","M","Left",411.705,1.13556,13,137.493,"0",4,9.10392,"216.66",18,212.792,"29.5794",78.5672,283.989,8,7.66997,"133.15700000000001",0,0,"-",2,-0.0406,-1.2175
165,"C1",42,"Habitation","M",NA,1423.48,4.95532,17,29.9469,"0",36,137.596,"7.1365600000000002",50,119.221,"0.96710300000000005",248.579,38.7842,13,9.67104,"0.76701299999999994",32,28.1127,"59.260100000000001",7,-0.68089,-20.4176
166,"C1",42,"FO21","M",NA,1225.75,3.39674,21,11.205,"0.46687299999999998",34,134.826,"3.2347600000000001",55,214.395,"0",167.508,193.352,3,1.03379,"0.70030999999999999",12,7.46998,"47.621099999999998",1,-0.43968,-13.1846
167,"C1",42,"Preference NO21a vs FO21","M","Left",1425.57,3.9538,20,13.6059,"97.175799999999995",38,228.266,"0",59,118.352,"90.839699999999993",219.729,140.828,2,0.666957,"314.00400000000002",20,10.6713,"55.724299999999999",1,-0.5042,-15.1193
168,"C1",42,"Preference NO21b vs FO21","M","Right",629.467,1.74565,0,0,"-",26,238.738,"0",26,121.887,"211.96",103.479,257.113,0,0,"-",2,0.733656,"235.33699999999999",0,-0.14002,-4.19865
169,"C1",43,"Habitation","M",NA,1342.2,4.47352,24,142.163,"0",19,57.7923,"5.4023899999999996",43,99.1439,"1.3005800000000001",279.224,20.8092,25,22.3766,"6.6696000000000005E-2",11,15.6069,"16.874099999999999",6,0.321816,9.65023
170,"C1",43,"FO21","M",NA,1670.52,4.6327,10,50.489,"81.269300000000001",32,106.714,"3.3348000000000003E-2",42,202.79,"0.13339200000000001",331.98,28.6127,5,3.10137,"82.936700000000002",6,2.96798,"0.63361299999999998",8,-0.33771,-10.127
171,"C1",43,"Preference NO21a vs FO21","M","Right",961.888,2.76549,27,109.548,"81.9358",17,83.9033,"0",56,117.251,"61.026699999999998",233.669,114.283,19,19.0416,"113.783",3,3.30144,"93.407499999999999",3,-0.10506,-3.15053
172,"C1",43,"Preference NO21b vs FO21","M","Left",1210.22,3.35684,16,65.7956,"106.413",23,140.895,"1.1671800000000001",39,152.934,"3.3348000000000003E-2",283.225,77.3007,9,6.00264,"108.348",4,1.6674,"1.26722",3,-0.57254,-17.1686
173,"C1",44,"Habitation","M",NA,1570.16,5.58988,26,66.03,"3.93512",25,114.752,"0.13339400000000001",48,99.045,"0",245.345,35.6495,26,22.4769,"4.1018699999999999",29,17.0077,"9.6043699999999994",8,-0.21617,-6.48212
174,"C1",44,"FO21","M",NA,1710.4,4.74156,23,75.3331,"109.44799999999999",28,85.0374,"0.56691599999999998",52,199.121,"0",284.859,75.8667,20,13.2725,"113.783",25,11.2049,"0.70030800000000004",7,0.151657,4.54771
175,"C1",44,"Preference NO21a vs FO21","M","Left",552.634,1.44265,13,22.0763,"152.333",12,168.24,"0",25,192.017,"148.565",92.5071,290.56,6,1.80079,"172.07499999999999",3,1.03378,"349.75299999999999",8,-0.64236,-19.2622
176,"C1",44,"Preference NO21b vs FO21","M","Right",26.3635,0.073119,0,0,"-",1,360.592,"0",0,0,"-",2.83458,357.724,0,0,"-",0,0,"-",0,0.538955,16.1616
177,"C1",45,"Habitation","M",NA,1859.26,6.19818,38,121.288,"3.3348000000000003E-2",28,85.2385,"0.70031600000000005",64,90.7743,"0.30013499999999999",278.526,21.4764,33,19.0753,"20.442599999999999",24,19.4088,"0.80036099999999999",15,0.038645,1.15884
178,"C1",45,"FO21","M",NA,1764.76,5.45112,22,34.4819,"0",30,59.4597,"1.2005300000000001",52,228.535,"0.233436",307.236,16.6074,10,3.26811,"6.6696000000000005E-2",9,2.6345,"1.5340100000000001",10,-0.05674,-1.70131
179,"C1",45,"Preference NO21a vs FO21","M","Left",1340.91,3.71931,18,34.3485,"0.30013200000000001",33,67.7967,"0.93374599999999996",51,257.247,"0",279.991,80.5357,11,3.56825,"1.5673600000000001",11,8.43707,"1.00044",7,-0.05923,-1.77597
180,"C1",45,"Preference NO21b vs FO21","M","Right",1253.75,3.47661,11,70.6644,"0",35,130.524,"34.848700000000001",47,158.736,"33.214599999999997",294.996,65.6289,6,5.56912,"44.686300000000003",17,10.1044,"59.759599999999999",10,0.728952,21.8589
181,"C1",46,"Habitation","M",NA,1361.1,4.53697,21,152.402,"0",17,45.3203,"3.5349200000000001",37,101.245,"1.06715",233.405,66.5966,60,33.1149,"0.166741",15,9.73771,"4.8688500000000001",12,0.452638,13.5731
182,"C1",46,"FO21","M",NA,1871.69,5.19111,25,227.866,"0",18,41.3847,"0.33347900000000003",43,90.1727,"6.6695000000000004E-2",311.169,49.3883,81,35.5822,"0",2,0.767001,"57.691899999999997",10,0.677866,20.3271
183,"C1",46,"Preference NO21a vs FO21","M","Right",325.206,0.877442,5,9.40414,"88.438900000000004",8,108.881,"0.20008799999999999",13,252.311,"0",47.1541,323.476,4,3.83502,"170.40799999999999",3,0.633612,"90.94",2,-0.20123,-6.03438
184,"C1",46,"Preference NO21b vs FO21","M","Left",745.213,2.06377,13,123.955,"28.0123",13,50.9557,"4.4352799999999997",27,185.415,"0",156.002,205.19,3,1.80079,"34.315100000000001",3,0.566915,"31.613900000000001",7,-0.06669,-1.99976
185,"C1",47,"Habitation","M",NA,1234.42,4.11472,20,142.564,"1.6674100000000001",19,76.2676,"4.7688100000000002",39,80.1693,"0",262.685,37.3168,16,14.5399,"24.3109",7,8.03694,"5.6358600000000001",10,0.50044,15.0065
186,"C1",47,"FO21","M",NA,1578.03,4.37663,20,177.978,"4.50197",22,71.3645,"0.56691400000000003",44,109.681,"0",298.53,62.0271,12,5.70249,"209.59200000000001",0,0,"-",13,-0.07395,-2.21758
187,"C1",47,"Preference NO21a vs FO21","M","Left",1387.5,3.85141,24,159.837,"0",20,64.8285,"20.4757",43,134.292,"7.9701700000000004",292.295,67.9632,15,12.0386,"5.5357700000000003",3,2.36771,"149.59899999999999",11,0.374835,11.2401
188,"C1",47,"Preference NO21b vs FO21","M","Right",1749.28,4.85112,29,217.362,"1.06714",17,39.6508,"0",44,101.945,"0.86704800000000004",286.626,73.9659,38,25.011,"1.1338299999999999",1,0.100044,"0.70030800000000004",12,1.07833,32.3357
189,"C1",48,"Habitation","M",NA,1896.72,6.32239,43,89.8734,"1.3339300000000001",41,74.1997,"0",84,134.46,"1.06714",286.161,13.8395,35,23.944,"1.40062",27,19.4753,"5.0355800000000004",18,0.098617,2.95717
190,"C1",48,"FO21","M",NA,1006.48,2.7912,6,24.0105,"1.93418",27,42.3518,"0",34,292.728,"1.8007899999999999",150.933,209.658,4,0.600261,"2.0008699999999999",3,0.46687,"1.63405",2,-0.4605,-13.8088
191,"C1",48,"Preference NO21a vs FO21","M","Right",1378.94,3.77387,9,16.774,"65.762100000000004",46,80.6686,"14.8398",56,267.417,"0",282.857,82.5361,4,2.26766,"101.34399999999999",2,1.30057,"113.149",4,-0.3596,-10.7833
192,"C1",48,"Preference NO21b vs FO21","M","Left",847.318,2.31934,5,17.8078,"184.648",23,90.9733,"119.51900000000001",29,256.213,"0",153.868,211.46,7,2.73454,"186.048",2,0.533568,"277.52199999999999",3,-0.67866,-20.3508
193,"C1",49,"Habitation","M",NA,1787.94,5.96774,10,11.105,"0",54,193.654,"7.1365400000000001",56,93.1085,"6.9031000000000002",272.656,27.2456,2,0.60027,"6.7363600000000003",80,70.565,"7.23658",1,-0.55859,-16.7501
194,"C1",49,"FO21","M",NA,949.236,2.63245,7,3.63492,"75.599699999999999",26,141.462,"131.624",34,215.261,"0",125.388,235.203,1,0.433523,"251.94300000000001",17,11.0382,"132.59100000000001",2,-0.45256,-13.5708
195,"C1",49,"Preference NO21a vs FO21","M","Left",1377.06,3.82419,15,20.6757,"85.504000000000005",25,205.356,"0",42,131.658,"74.632599999999996",241.972,118.118,7,1.43396,"87.3048",18,11.0048,"0",4,-0.67112,-20.1248
196,"C1",49,"Preference NO21b vs FO21","M","Right",1764.56,4.39337,46,165.605,"0",27,54.7571,"24.177199999999999",71,180.378,"20.4422",283.79,117.851,14,3.80165,"69.796899999999994",0,0,"-",3,0.3188,9.55971
197,"C1",50,"Habitation","M",NA,1356.27,4.52086,25,126.49,"0",18,73.1997,"4.3686400000000001",42,99.4783,"1.0338000000000001",281.961,18.0415,31,23.4773,"2.93466",19,16.6075,"4.46868",10,0.215917,6.47459
198,"C1",50,"FO21","M",NA,1596.29,4.80601,7,2.53443,"3.3347000000000002E-2",75,91.9732,"0.63360799999999995",83,237.97,"0.333478",248.008,84.4366,3,0.833695,"2.8679100000000002",2,0.433522,"0.70030300000000001",2,0.786768,23.5928
199,"C1",50,"Preference NO21a vs FO21","M","Right",1360.41,3.77797,8,16.2404,"0",43,72.3983,"1.63405",50,271.152,"0.36682599999999999",247.575,112.516,13,5.93593,"0",4,3.06801,"8.40367",6,-0.55298,-16.5822
200,"C1",50,"Preference NO21b vs FO21","M","Left",1487.68,4.0856,11,27.2788,"27.078700000000001",27,29.9467,"0",38,306.503,"6.6696000000000005E-2",312.706,51.4229,8,3.50156,"28.112500000000001",1,0.133392,"265.11799999999999",6,-0.46223,-13.8608
201,"C1",51,"Habitation","F",NA,1772.59,5.90857,32,133.027,"10.5381",24,62.7283,"0",57,103.013,"2.1009500000000001",283.195,16.8076,33,21.443,"11.6386",27,16.9076,"0.23343800000000001",10,0.815699,24.4599
202,"C1",51,"FO21","F",NA,1912.16,5.31017,28,120.52,"0",30,94.2087,"1.13384",58,143.664,"0.13339200000000001",331.581,28.5127,16,6.46955,"0",7,2.00089,"90.9405",15,0.006367,0.19097
203,"C1",51,"Preference NO21a vs FO21","F","Left",1893.63,5.25486,16,116.317,"3.3347000000000002E-2",31,143.863,"0.26678299999999999",46,99.4101,"0.13339100000000001",322.207,38.15,2,0.700306,"256.54500000000002",29,16.2071,"0.33347900000000003",9,0.433227,12.9912
204,"C1",51,"Preference NO21b vs FO21","F","Right",1636.71,4.53893,15,45.1867,"155.66900000000001",17,243.875,"0",32,70.5646,"147.232",293.83,66.7629,3,1.20053,"304.06799999999998",9,2.26767,"5.3023499999999997",6,0.775768,23.2627
205,"C1",52,"Habitation","M",NA,980.968,3.27131,14,100.079,"0",18,114.719,"4.7354900000000004",30,84.6718,"4.5020499999999997",260.585,39.3846,16,15.4737,"4.3019600000000002",21,22.8437,"6.3028700000000004",9,0.292249,8.76347
206,"C1",52,"FO21","M",NA,1221.01,3.39115,25,165.473,"3.3348000000000003E-2",17,67.463,"0.26678400000000002",40,125.722,"0.10004399999999999",290.695,69.3638,5,1.6007,"0.73365599999999997",1,0.200088,"321.67500000000001",12,-0.15086,-4.52395
207,"C1",52,"Preference NO21a vs FO21","M","Left",1076.72,2.99014,19,126.788,"0",20,49.955,"0.166739",39,182.346,"6.6695000000000004E-2",277.554,82.5358,11,4.50195,"0",3,0.700304,"0.26678200000000002",6,0.427755,12.8271
208,"C1",52,"Preference NO21b vs FO21","M","Right",888.386,2.43465,10,37.4163,"23.543600000000001",15,84.4369,"11.6051",25,242.106,"0",250.476,114.417,1,0.967089,"175.41",2,2.53444,"128.72300000000001",4,0.209558,6.28403
209,"C2",53,"Habitation","M",NA,1008.41,3.54751,8,26.8451,"54.957500000000003",25,192.685,"0.86704800000000004",32,64.5617,"0",192.218,92.1405,10,8.67048,"64.9619",45,49.0883,"1.26722",7,-0.37236,-11.1658
210,"C2",53,"FO21","M",NA,923.203,2.55907,13,62.8941,"0.63361000000000001",14,118.418,"84.403499999999994",27,178.311,"0",204.423,156.335,20,10.8381,"0.733653",16,10.4712,"85.9709",6,0.218906,6.56432
211,"C2",53,"Preference NO21a vs FO21","M","Right",645.153,1.8757,9,19.2419,"28.946100000000001",16,111.683,"0.233436",25,212.094,"0",132.392,211.66,4,2.00089,"132.22499999999999",13,10.7381,"104.51300000000001",3,-0.66745,-20.0148
212,"C2",53,"Preference NO21b vs FO21","M","Left",620.527,1.71246,6,22.2431,"186.34899999999999",16,136.56,"0",20,202.789,"0.8337",137.594,224.766,4,3.56824,"189.81700000000001",5,9.67092,"99.877300000000005",2,-0.20915,-6.27172
213,"C2",54,"Habitation","M",NA,2494.78,8.31683,40,104.58,"4.3352700000000004",62,94.2087,"0.53357100000000002",101,99.511,"3.3348000000000003E-2",269.12,30.8471,20,8.57049,"4.7354399999999996",6,5.46911,"0.80035599999999996",24,-0.78358,-23.4969
214,"C2",54,"FO21","M",NA,2652.42,7.33612,31,88.2049,"1.20052",54,162.537,"0",84,109.814,"0.93373799999999996",321.239,40.3175,27,9.93765,"1.3672599999999999",31,12.0052,"52.189300000000003",19,0.026113,0.783053
215,"C2",54,"Preference NO21a vs FO21","M","Left",2739.37,7.60742,48,91.3402,"1.2005300000000001",62,95.3086,"0",110,171.242,"0.8337",328.511,31.5806,12,5.0022,"27.178599999999999",5,1.96753,"0",34,0.051718,1.55085
216,"C2",54,"Preference NO21b vs FO21","M","Right",2278.28,6.29133,18,110.76,"3.3350999999999999E-2",57,92.2833,"0.40021600000000002",74,158.419,"0.100054",316.738,45.3913,19,8.27115,"91.949799999999996",10,3.5686,"1.03389",9,-0.48244,-14.4652
217,"C2",55,"Habitation","F",NA,966.451,3.44431,22,146.7,"0",11,41.6521,"9.6710399999999996",31,90.5743,"0.63361900000000004",238.441,42.4525,42,47.955,"0.433529",11,15.7738,"10.438000000000001",4,0.059982,1.79868
218,"C2",55,"FO21","F",NA,693.484,1.92586,15,127.589,"0",7,40.3843,"38.350099999999998",20,190.383,"37.816499999999998",170.608,189.483,25,30.8135,"0",3,2.06757,"38.950299999999999",4,-0.33044,-9.9089
219,"C2",55,"Preference NO21a vs FO21","F","Right",229.653,0.635467,2,1.23388,"201.589",5,141.062,"196.92",9,218.896,"0",29.8798,331.512,0,0,"-",12,6.83634,"198.821",0,0.187796,5.63142
220,"C2",55,"Preference NO21b vs FO21","F","Left",67.9244,0.188475,1,271.218,"0.20008600000000001",0,0,"-",2,89.1387,"0",6.903,353.487,49,95.8082,"0.333478",0,0,"-",0,-0.4137,-12.4054
221,"C2",56,"Habitation","M",NA,1329.5,4.43165,17,96.3435,"0.13339300000000001",18,94.0758,"5.4357899999999999",36,108.616,"0",261.985,38.0172,11,12.4723,"8.5038400000000003",17,18.3083,"5.5024899999999999",10,0.198048,5.93881
222,"C2",56,"FO21","M",NA,862.847,2.41587,16,40.5178,"61.7271",14,22.1431,"52.423099999999998",32,293.462,"0",172.809,184.448,6,3.73497,"63.027700000000003",3,1.30057,"152.69999999999999",3,0.252504,7.57177
